user_message,intent,response
pwede recommend room today,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
please check in time ngayon,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
pde may wifi ba pls,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
paano mag reserve please,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
can you do you have gym pls,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
can you pool details please,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
hey aurora kamusta tonight,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
pwede map location tomorrow,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
may wifi ba po,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
hello aurora how much is room,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
please map location pls,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
please best room for couple lang,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
pls magkano per night please,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
pde hi assistant tomorrow,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
pls room for 4 guests lang,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
pde how much is room today,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
please explain again today,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
extra bed request pls,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
hello aurora room price please,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
magkano per night po,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
pde random question please,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
pwede distance city tomorrow,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
aurora facilities list tonight,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
pde hi assistant po,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
cheapest room tonight,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
pde hey ngayon,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
pde room suggestion please,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
yo aurora please,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
please kamusta pls,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
pwede do you like pizza tomorrow,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
room for 4 guests today,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
aurora can i book now tonight,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
hello aurora budget room tonight,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
facilities list pls,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
pwede reserve room today,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
reserve room now lang,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
hello aurora booking steps lang,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
hello aurora good afternoon pls,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
pls recommend good room ngayon,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
pwede mag book tonight,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
pde may rooms ba kayo please,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
tell me more tomorrow,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
pwede what kind of rooms tonight,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
pls ano ibig sabihin lang,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
pde show me rooms lang,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
hey aurora suggest best room today,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
hello aurora rooom price please,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
hey aurora room types,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
pls tell me more ngayon,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
pwede do you have suite,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
pde sup aurora tonight,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
can i book now,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
hello aurora blah blah tomorrow,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
